Draft_Yr,Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,CarAV,DrAV,G,Cmp,Att,Yds,TD,Int,Rush_Att,Rush_Yds,Rush_TD,Rec,Rec_Yds,Rec_TD,Solo,Def_Int,Sk,College,,Player_NFL_Link,Player_NCAA_Link
1994,6,178,PIT,Jim Miller,QB,23,2002,0,0,2,16,1,37,610,1046,6387,36,31,55,4,0,0,0,0,1,,,Michigan St.,College Stats,/players/M/MillJi00.htm,http://www.sports-reference.com/cfb/players/jim-miller-7.html
1994,6,179,MIN,Andrew Jordan,TE,22,2001,0,0,2,7,7,92,0,0,0,0,0,0,0,0,100,772,4,1,,,West. Carolina,,/players/J/JordAn00.htm,
1994,6,180,PIT,Eric Ravotti,LB,23,1996,0,0,0,3,3,23,0,0,0,0,0,0,0,0,0,0,0,12,,2.0,Penn St.,,/players/R/RavoEr20.htm,
1994,6,181,GNB,Bill Schroeder,WR,23,2004,0,0,5,38,31,111,0,1,0,0,0,3,17,0,304,4583,28,6,,,Wisconsin–LaCrosse,,/players/S/SchrBi00.htm,
1994,6,182,SFO,Lee Woodall,LB,24,2001,0,2,7,47,39,124,0,0,0,0,0,0,0,0,0,0,0,356,6,10.0,West Chester,,/players/W/WoodLe00.htm,
1994,6,183,DET,Jocelyn Borgella,DB,23,1996,0,0,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,,,,Cincinnati,,/players/B/BorgJo20.htm,
1994,6,184,CIN,Jerry Reynolds,T,24,1998,0,0,0,2,,25,0,0,0,0,0,0,0,0,0,0,0,,,,UNLV,,/players/R/ReynJe20.htm,
1994,6,185,KAN,Anthony Daigle,RB,24,1994,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,,,Fresno St.,College Stats,/players/D/DaigAn20.htm,http://www.sports-reference.com/cfb/players/anthony-daigle-1.html
1994,6,186,NYG,Jason Winrow,G,,,0,0,0,,,,,,,,,,,,,,,,,,Ohio St.,,,
1994,6,187,HOU,Lee Gissendaner,WR,,,0,0,0,,,,,,,,,,,,,,,,,,Northwestern,College Stats,,http://www.sports-reference.com/cfb/players/lee-gissendaner-1.html
1994,6,188,BUF,Anthony Abrams,DE,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
1994,6,189,RAM,Ronald Edwards,T,,,0,0,0,,,,,,,,,,,,,,,,,,North Carolina A&T,,,
1994,6,190,GNB,Paul Duckworth,LB,,,0,0,0,,,,,,,,,,,,,,,,,,Connecticut,,,
1994,6,191,DAL,Darren Studstill,DB,24,1996,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,,,,West Virginia,College Stats,/players/S/StudDa21.htm,http://www.sports-reference.com/cfb/players/darren-studstill-1.html
1994,6,192,BUF,Kevin Knox,WR,23,1994,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,,,,Florida St.,College Stats,/players/K/KnoxKe20.htm,http://www.sports-reference.com/cfb/players/kevin-knox-1.html
1994,6,193,PHI,Mitch Berger,P,22,2009,0,2,12,21,0,187,0,3,0,0,1,3,0,0,0,0,0,15,,,Colorado,College Stats,/players/B/BergMi20.htm,http://www.sports-reference.com/cfb/players/mitch-berger-1.html
1994,6,194,HOU,Barron Wortham,LB,24,2000,0,0,3,31,26,108,0,0,0,0,0,0,0,0,0,0,0,253,2,3.5,Texas-El Paso,College Stats,/players/W/WortBa20.htm,http://www.sports-reference.com/cfb/players/barron-wortham-1.html
1994,Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,CarAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ,,,
1994,7,195,CIN,Ramondo Stallings,DE,22,1997,0,0,0,4,4,38,0,0,0,0,0,0,0,0,0,0,0,34,,3.0,San Diego St.,,/players/S/StalRa20.htm,
1994,7,196,IND,Lance Teichelman,DE,23,1994,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Texas A&M,,/players/T/TeicLa20.htm,
1994,7,197,WAS,Gus Frerotte,QB,23,2008,0,1,5,56,31,147,1699,3106,21291,114,106,197,315,6,0,0,0,3,,,Tulsa,College Stats,/players/F/FrerGu00.htm,http://www.sports-reference.com/cfb/players/gus-frerotte-1.html
1994,7,198,NWE,Jay Walker,QB,22,1997,0,0,0,0,,1,2,2,31,0,0,0,0,0,0,0,0,,,,Howard,College Stats,/players/W/WalkJa22.htm,http://www.sports-reference.com/cfb/players/jay-walker-1.html
1994,7,199,KAN,Steve Matthews,QB,23,1998,0,0,0,1,,3,28,43,299,0,0,1,10,0,0,0,0,,,,Memphis,College Stats,/players/M/MattSt00.htm,http://www.sports-reference.com/cfb/players/steve-matthews-1.html
1994,7,200,TAM,Jim Pyne,G,22,2001,0,0,5,27,13,81,0,0,0,0,0,0,0,0,0,0,0,,,,Virginia Tech,College Stats,/players/P/PyneJi20.htm,http://www.sports-reference.com/cfb/players/jim-pyne-1.html
1994,7,201,ATL,Jamal Anderson,RB,21,2001,1,1,4,49,49,88,1,6,27,1,1,1329,5336,34,156,1645,7,,,,Utah,College Stats,/players/A/AndeJa00.htm,http://www.sports-reference.com/cfb/players/jamal-anderson-1.html
1994,7,202,SEA,Carlester Crumpler,TE,23,1999,0,0,1,7,7,78,0,0,0,0,0,0,0,0,90,979,4,,,,East Carolina,College Stats,/players/C/CrumCa00.htm,http://www.sports-reference.com/cfb/players/carlester-crumpler-1.html
1994,7,203,CLE,Andre Hewitt,T,,,0,0,0,,,,,,,,,,,,,,,,,,Clemson,,,
1994,7,204,ARI,Frank Harvey,RB,23,1994,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,Georgia,College Stats,/players/H/HarvFr20.htm,http://www.sports-reference.com/cfb/players/frank-harvey-1.html
1994,7,205,CHI,Dennis Collier,DB,,,0,0,0,,,,,,,,,,,,,,,,,,Colorado,College Stats,,http://www.sports-reference.com/cfb/players/dennis-collier-1.html
1994,7,206,PHI,Mark Montgomery,RB,,,0,0,0,,,,,,,,,,,,,,,,,,Wisconsin,College Stats,,http://www.sports-reference.com/cfb/players/mark-montgomery-2.html
1994,7,207,SDG,Zane Beehn,LB,,,0,0,0,,,,,,,,,,,,,,,,,,Kentucky,,,
1994,7,208,NYJ,Glenn Foley,QB,23,1999,0,0,0,8,7,21,207,382,2469,12,16,19,32,0,1,-9,0,,,,Boston Col.,College Stats,/players/F/FoleGl00.htm,http://www.sports-reference.com/cfb/players/glenn-foley-1.html
1994,7,209,PIT,Brice Abrams,RB,,,0,0,0,,,,,,,,,,,,,,,,,,Michigan St.,College Stats,,http://www.sports-reference.com/cfb/players/brice-abrams-1.html
1994,7,210,DEN,Keith Burns,LB,22,2006,0,0,0,12,11,197,0,0,0,0,0,0,0,0,0,0,0,116,1,1.5,Oklahoma St.,,/players/B/BurnKe21.htm,
1994,7,211,MIN,Pete Bercich,LB,22,2000,0,0,0,5,5,57,0,0,0,0,0,0,0,0,0,0,0,33,,,Notre Dame,,/players/B/BercPe20.htm,
1994,7,212,DEN,Butler By'not'e,RB,21,1995,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,,,,Ohio St.,College Stats,/players/B/BynoBu20.htm,http://www.sports-reference.com/cfb/players/butler-bynote-1.html
1994,7,213,NOR,Lance Lundberg,T,,,0,0,0,,,,,,,,,,,,,,,,,,Nebraska,,,
1994,7,214,MIA,Sean Hill,DB,23,1996,0,0,0,5,5,44,0,0,0,0,0,0,0,0,0,0,0,37,1,1.0,Montana St.,,/players/H/HillSe20.htm,
1994,7,215,DET,Tom Beer,LB,25,1996,0,0,0,2,2,41,0,0,0,0,0,0,0,0,0,0,0,1,,,Saginaw Valley St.,,/players/B/BeerTo20.htm,
1994,7,216,DAL,Toddrick McIntosh,DE,22,1995,0,0,0,1,,15,0,0,0,0,0,0,0,0,0,0,0,8,,2.0,Florida St.,,/players/M/McInTo20.htm,
1994,7,217,RAI,Rob Holmberg,LB,23,2001,0,0,0,9,3,112,0,0,0,0,0,0,0,0,0,0,0,40,,2.0,Penn St.,College Stats,/players/H/HolmRo20.htm,http://www.sports-reference.com/cfb/players/rob-holmberg-1.html
1994,7,218,DEN,Tom Nalen,C,23,2007,2,5,10,101,101,194,0,0,0,0,0,0,0,0,1,-1,0,,,,Boston Col.,College Stats,/players/N/NaleTo00.htm,http://www.sports-reference.com/cfb/players/tom-nalen-1.html
1994,7,219,KAN,Tracy Greene,TE,21,1995,0,0,0,1,1,23,0,0,0,0,0,0,0,0,6,69,1,,,,Grambling St.,,/players/G/GreeTr01.htm,
1994,7,220,HOU,Lemanski Hall,LB,23,2002,0,0,1,12,3,101,0,0,0,0,0,0,0,0,0,0,0,90,,4.0,Alabama,,/players/H/HallLe20.htm,
1994,7,221,BUF,Filmel Johnson,DB,23,1995,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,,,Illinois,,/players/J/JohnFi20.htm,
1994,7,222,NWE,Marty Moore,LB,23,2001,0,0,1,14,10,112,0,0,0,0,0,0,0,0,0,0,0,110,3,1.0,Kentucky,,/players/M/MoorMa23.htm,
